job_title,category,clean_job_title
Divisional Online Marketing Manager (m/w/d),Marketing and Communication,"['divisional', 'online', 'marketing', 'manager']"
Bankett Servicemitarbeiter / Allrounder (m/w/d),Marketing and Communication,"['banquet', 'service', 'staff', 'allrounders']"
Senior Softwareentwickler / Senior Software Developer (m/w/d),IT,"['software', 'developer']"
"Regionalleiter Vertriebsaußendienst (m/w/d) für das Vertriebsgebiet BE, BB, MV und angrenzende Gebiete",Sales,"['regional', 'sale', 'manager', 'sale', 'area', 'bb', 'mv', 'neighboring', 'area']"
Werkstudent (m/w/d) Web Analytics,IT,"['working', 'student', 'web', 'analytics']"
Datenschutzbeauftragter (m/w/d),IT,"['data', 'protection', 'officer']"
Auszubildende (m/w/d) Fachinformatiker – Anwendungsentwicklung,IT,"['trainee', 'information', 'technology', 'specialist', 'application', 'development']"
Vertriebsmitarbeiter in der Studienberatung (m/w/d) für das Duale Studium in Augsburg,Sales,"['sale', 'representative', 'student', 'advisory', 'service', 'dual', 'study', 'program', 'augsburg']"
SAP-Anwendungsberater (m/w/d),IT,"['system', 'application', 'product', 'application', 'consultant']"
Systemadministrator (m/w/d) C24 Bank,IT,"['system', 'administrator', 'c', 'bank']"
Parfümerie-Fachverkäufer (m/w/d),Sales,"['perfumery', 'specialist', 'salesman']"
Kundenberater im Verkauf (m/w/d),Sales,"['customer', 'advisor', 'sale']"
Softwareentwicklung (m/w/d) 62.2019,IT,"['software', 'development', '.']"
Data Engineer für Finanzmarktdaten (m/w/d),IT,"['data', 'engineer', 'financial', 'market', 'data']"
Werkstudent (m/w/d) Procurement Management,Sales,"['working', 'student', 'procurement', 'management']"
Produktspezialist (m/w/d) Advanced Monitoring & Assist Devices,Sales,"['product', 'specialist', 'advanced', 'monitoring', 'assist', 'device']"
PreMaster Programm in Köln - Sales,Sales,"['premaster', 'program', 'cologne', 'sale']"
Projektmanager (m/w/d) Marktforschung,Marketing and Communication,"['project', 'manager', 'market', 'research']"
Kassierer / Mitarbeiter Kasse (m/w/d),Sales,"['cashier', 'employee', 'cashier']"
"Verkäufer, Kaufmann im Einzelhandel, Gas- und Wasserinstallateur oder Anlagenmechaniker Sanitär, Heizung, Klima als Fachberater (m/w/d) Sanitär",Sales,"['salesperson', 'retail', 'merchant', 'gas', 'water', 'plumber', 'system', 'mechanic', 'plumbing', 'heating', 'air', 'conditioning', 'specialist', 'plumbing', 'consultant']"
Ausbildung zum Fachberater Softwaretechniken (m/w/d),IT,"['training', 'specialist', 'software', 'technology', 'consultant']"
Versicherungsprofi (m/w/d) digitale Kundenberatung Berufsunfähigkeitsversicherung,Sales,"['insurance', 'professional', 'digital', 'customer', 'advice', 'occupational', 'disability', 'insurance']"
Mitarbeiter (m/w/d) Technische Kundenbetreuung in Vollzeit,Sales,"['employee', 'fulltime', 'technical', 'customer', 'support']"
Junior Entwickler Java (w/m/d),IT,"['developmenteloper', 'java']"
Gebietsmanager Trend- und Szenegastronomie Berlin (m/w/d),Sales,"['area', 'manager', 'trend', 'scene', 'gastronomy', 'berlin']"
Verkäufer/in (m/w/d),Sales,['saleswoman']
Ausbildung zum Industriekaufmann (m/w/d),Sales,"['training', 'industrial', 'clerk']"
Projektassistenten (m/w/d) in der Veranstaltungsorganisation,Sales,"['project', 'assistant', 'event', 'organization']"
Praktikum im Gästemanagement (m/w/d),Marketing and Communication,"['internship', 'guest', 'management']"
Sachbearbeiter Forderungsmanagement in der Reklamationsbearbeitung (w/m/d),Sales,"['receivables', 'management', 'clerk', 'complaint', 'processing']"
Kraftfahrzeugverkäufer Neue Automobile BMW (w/m/x),Sales,"['motor', 'vehicle', 'salesman', 'new', 'automobile', 'bmw']"
Werkstudent (m/w/d) Wetterredaktion,Marketing and Communication,"['working', 'student', 'weather', 'editor']"
Werkstudent (m/w/d) Softwareentwicklung im Innovation Lab,IT,"['working', 'student', 'software', 'development', 'innovation', 'lab']"
Director of Convention & Events (m/w/d),Marketing and Communication,"['director', 'convention', 'event']"
Key Account Manager (m/w/d),Sales,"['key', 'account', 'manager']"
Wissenschaftliche*r Mitarbeiter*in - Angewandte Kryptographie / Sichere Infrastruktur,IT,"['research', 'associate', 'applied', 'cryptography', 'secure', 'infrastructure']"
Referent (w/m/d) Online Communication,Marketing and Communication,"['online', 'communication', 'speaker']"
Marketing Assistant (m/w/d) Autoimmune Germany,Marketing and Communication,"['marketing', 'assistant', 'autoimmune', 'germany']"
Mitarbeiter IT Support + Kundenbetreuung (m/w/d),IT,"['employee', 'information', 'technology', 'support', '+', 'customer', 'care']"
Senior Test Automation Engineer for Production Diagnosis Test,IT,"['test', 'automation', 'engineer', 'production', 'diagnosis', 'test']"
Automobilverkäufer (m/w/d),Sales,"['automobile', 'salesman']"
Vertriebsleiter Inland Grundwasserabsenkung (m/w/d),Sales,"['sale', 'manager', 'inland', 'groundwater', 'lowering']"
Student (m/w/d) zur Erstellung der Bachelor-oder Masterarbeit im Bereich IT Engineering & Operations,IT,"['student', 'preparation', 'bachelor', 'master', 'thesis', 'field', 'information', 'technology', 'engineering', 'operation']"
Software Entwickler als Business Analyst (m/w/d),IT,"['software', 'developer', 'business', 'analyst']"
(Junior) Inhouse Solutions Consultant (m/w/d),IT,"['inhouse', 'solution', 'consultant']"
(Junior) Operations Specialist (m/w/d),IT,"['operation', 'specialist']"
Marketing / Vertriebsassistenz (m/w/d),Sales,"['marketing', 'sale', 'assistance']"
SAP Consultant (m/w/d) für das Modul FI,IT,"['system', 'application', 'product', 'consultant', 'fi', 'module']"
Internship in Digital House starting March 2020,Sales,"['internship', 'digital', 'house', 'starting']"
Spezialist (m/w/d) Formularmanagement im Bankenumfeld,IT,"['form', 'management', 'specialist', 'banking', 'sector']"
Duales Studium Bachelor of Arts (m/w/d) Fachrichtung Wirtschaftsinformatik,IT,"['dual', 'study', 'bachelor', 'art', 'specializing', 'business', 'informatics']"
(Senior) Technischer Produktmanager (m/w/d) Reise,Marketing and Communication,"['technical', 'product', 'manager', 'travel']"
Sachbearbeiter (m/w/d) Restholzverkauf,Sales,"['clerk', 'residual', 'wood', 'sale']"
Team Leader International Digital Services & Devices (m/w/d),IT,"['team', 'leader', 'international', 'digital', 'service', 'developmentices']"
Data Scientist / Business Analyst (m/w/d) Kapazitäten Montage,IT,"['data', 'scientist', 'business', 'analyst', 'capacity', 'assembly']"
Senior IT-Security- und Netzwerkadministrator (m/w/d) (Second-Level-Support),IT,"['information', 'technology', 'security', 'network', 'administrator', 'second', 'level', 'support']"
Product Manager (m/w/d),Marketing and Communication,"['product', 'manager']"
Internationaler kaufmännischer Sachbearbeiter im Kundenservice (m/w/d),Sales,"['international', 'commercial', 'clerk', 'customer', 'service']"
Datenbankadministrator Oracle (m/w/d),IT,"['oracle', 'database', 'administrator']"
Web Operator (m/w/d),IT,"['web', 'operator']"
IT Consultant (w/m/d) internationale Projekte,IT,"['information', 'technology', 'consultant', 'international', 'project']"
Cloud Engineer Automotive Visualization (m/w/d),IT,"['cloud', 'engineer', 'automotive', 'visualization']"
Praktikum Key Account Management (m/w/d),Marketing and Communication,"['key', 'account', 'management', 'internship']"
System- und Netzwerkadministrator (w/m/d),IT,"['system', 'network', 'administrator']"
Telefonischer Kundenbetreuer (m_w_d) Service Center,Sales,"['telephone', 'customer', 'advisor', 'mwd', 'service', 'center']"
Assistenz Vertrieb International (m/w/d),Sales,"['international', 'sale', 'assistant']"
IT-Techniker / Supporter (m/w/d),IT,"['information', 'technology', 'technician', 'supporter']"
(Wirtschafts-) Informatiker oder Betriebswirt als (Senior) Consultant (m/w/d) im Bereich ERP Microsoft Dynamics NAV/Business Central mit Schwerpunkt Customer Care,IT,"['business', 'computer', 'scientist', 'business', 'economist', 'consultant', 'area', '\u200b\u200benterprise', 'resource', 'planning', 'microsoft', 'dynamic', 'nav', 'business', 'central', 'focus', 'customer', 'care']"
Vertriebsmitarbeiter B2B - Telesales (m/w/d),Sales,"['sale', 'representative', 'business', 'business', 'telesales']"
Produktmanagement Eigenmarken Zubehör (m/w/d),Marketing and Communication,"['product', 'management', 'private', 'label', 'accessory']"
Key Account Manager Air/Sea (m/w/d),Sales,"['key', 'account', 'manager', 'air', 'sea']"
Vertriebsmitarbeiter / Sales Manager (m/w/x) im Außendienst von Werbung & digitalen Medien,Sales,"['sale', 'representative', 'sale', 'manager', 'field', 'advertising', 'digital', 'medium']"
IT Management Consultant | IT Projektmanager (m/w/d),IT,"['information', 'technology', 'management', 'consultant', 'information', 'technology', 'project', 'manager']"
Vertriebsmitarbeiter (m/w/d) Technischer Vertrieb,Sales,"['sale', 'representative', 'technical', 'sale']"
Application Manager (m/w/d) für Open-Source-Webtechnologien,IT,"['application', 'manager', 'open', 'source', 'web', 'technology']"
Digital Marketing Manager*,Marketing and Communication,"['digital', 'marketing', 'manager']"
Senior Solutions Architect - SAP Emerging Markets (m/w/d),IT,"['solution', 'architect', 'system', 'application', 'product', 'emerging', 'market']"
Leiter (m/w/d) Marketing und Kommunikation,Marketing and Communication,"['head', 'marketing', 'communication']"
Stellv. Supervisor Roomservice (m/w/d),Marketing and Communication,"['deputy', 'supervisor', 'room', 'service']"
Senior Consultant IT-Security (w/m/d),IT,"['consultant', 'information', 'technology', 'security']"
IT System Engineer (w/m/d) Linux,IT,"['information', 'technology', 'system', 'engineer', 'linux']"
Head of Key Account Management (m/w/d),Sales,"['head', 'key', 'account', 'management']"
Key Account Manager (m/w/d),Sales,"['key', 'account', 'manager']"
Immobilienberater (m/w/d),Sales,"['real', 'estate', 'advisor']"
Key Account Manager Großkunden Wohnungswirtschaft (m/w/d),Sales,"['key', 'account', 'manager', 'major', 'customer', 'housing', 'industry']"
Mitarbeiter (m/w/d) Unternehmenskommunikation / Assistenz der Geschäftsführung,Marketing and Communication,"['corporate', 'communication', 'employee', 'management', 'assistant']"
Key User CRM & Marketing (m/w/d) - Salesforce,IT,"['key', 'user', 'customer', 'relationship', 'management', 'marketing', 'salesforce']"
Traineeprogramm (m/w/d) Project Management Office & Business Analyse,IT,"['project', 'management', 'office', 'business', 'analysis', 'trainee', 'program']"
Mitarbeiter 1st- und 2nd Level Support (m/w/d),IT,"['st', 'nd', 'level', 'support', 'staff']"
SAP ABAP Developer Inhouse (m/w/d),IT,"['system', 'application', 'product', 'abusiness', 'analystction', 'point', 'developmenteloper', 'inhouse']"
Strategic Marketing (f/m/d) for Provider Business,Marketing and Communication,"['strategic', 'marketing', 'provider', 'business']"
Praktikant*in in der Softwareentwicklung im Bereich Cloud-Software zur Anbindung von Fahrzeugantriebssträngen,IT,"['internship', 'software', 'development', 'field', 'cloud', 'software', 'connecting', 'vehicle', 'drive', 'train']"
Projektmanager (m/w/d) für Koordination von Verpackungsprojekten,Marketing and Communication,"['project', 'manager', 'coordination', 'packaging', 'project']"
Praktikum Internal Communications & Employer Branding (m/f/d),Marketing and Communication,"['internship', 'internal', 'communication', 'employer', 'branding']"
"Verkäufer, Kaufmann im Einzelhandel, Schreiner oder Zimmerer als Fachberater (m/w/d) Holz und Bauelemente",Sales,"['salesman', 'merchant', 'retail', 'carpenter', 'carpenter', 'specialist', 'consultant', 'wood', 'building', 'element']"
Vertriebsberater (m/w/d) Investmentfonds für die Region Bodensee,Sales,"['sale', 'advisor', 'investment', 'fund', 'lake', 'constance', 'region']"
Online Marketing Manager (w/m/d),Marketing and Communication,"['online', 'marketing', 'manager']"
Verkaufsberater im Außendienst (m/w/d) für den Bereich Boden / Wand / Decke,Sales,"['sale', 'consultant', 'field', 'floor', 'wall', 'ceiling', 'area']"
Key Account Assistant (m/w/d) Vollzeit / Teilzeit,Sales,"['key', 'account', 'assistant', 'fulltime', 'parttime']"
(Junior) Sales & Marketing Consultant (m/w/d),Marketing and Communication,"['sale', 'marketing', 'consultant']"
PR Manager*in: Presse & Unternehmenskommunikation,Marketing and Communication,"['public', 'relation', 'manager', 'press', 'corporate', 'communication']"
Systemadministrator (w/m/d),IT,"['system', 'administrator']"
Werkstudent Online Marketing (m/f/d),Marketing and Communication,"['working', 'student', 'online', 'marketing']"
SAP ABAP - Entwickler SCM-APO-PP/DS (m|w|d),IT,"['system', 'application', 'product', 'abusiness', 'analystction', 'point', 'developmenteloper', 'source', 'code', 'managementaction', 'pointopp', 'd']"
Pflichtpraktikum (m/w/d) Online Marketing SEA,Marketing and Communication,"['compulsory', 'internship', 'online', 'marketing', 'sea']"
Backend - / Web Developer (M/W/D),IT,"['backend', 'web', 'developer']"
Sales Director (m/w/x),Sales,"['sale', 'director']"
Technischer IT Projektmanager (m/w/d),IT,"['technical', 'information', 'technology', 'project', 'manager']"
Working Student (Werkstudent) - Marketplace Employee Tribe (m/f/d),Marketing and Communication,"['working', 'student', 'marketplace', 'employee', 'tribe']"
Factoring-Vertriebsmitarbeiter (m/w/d) im Aussendienst,Sales,"['factoring', 'sale', 'force', 'field']"
Bezirksleiter Apotheke (m/w/d),Sales,"['district', 'manager', 'pharmacy']"
Therapeutic Area Manager Rare Gastro-Intestinal (w/m/d),Sales,"['therapeutic', 'area', 'manager', 'rare', 'gastrointestinal']"
Praktikant (m/w/d) Strategy & Analytics,Marketing and Communication,"['strategy', 'analytics', 'intern']"
"Mitarbeiter (m/w/d) Verkauf / Innendienst, Betreuung B2C Onlineshop",Sales,"['employee', 'sale', 'back', 'office', 'support', 'bc', 'online', 'shop']"
Key Account Manager (m/w/d),Sales,"['key', 'account', 'manager']"
Regionalleitung Rhein-Ruhr (m/w/d),Sales,"['regional', 'management', 'rhineruhr']"
Store Mitarbeiter (m/w/d) Showroom,Sales,"['store', 'employee', 'showroom']"
(Senior) Account Manager (m/w/d),Sales,"['account', 'manager']"
Manager Kundenbindung / Kundengewinnung (m/w/d),Marketing and Communication,"['manager', 'customer', 'loyalty', 'customer', 'acquisition']"
Praktikum im Bereich Messe und Veranstaltungen,Marketing and Communication,"['internship', 'field', 'trade', 'fair', 'event']"
Werkstudent (m/w/x) Redaktion desired.de,Marketing and Communication,"['working', 'student', 'editorial', 'team', 'desired.de']"
"Pharmareferent Hämatologie - Berlin, zentrales Brandenburg",Sales,"['pharmaceutical', 'representative', 'hematology', 'berlin', 'central', 'brandenburg']"
Systemadministrator (m/w/d) Windows,IT,"['system', 'administrator', 'window']"
Berater Data Analytics - Business Intelligence (SAP BW) (w/m/d),IT,"['consultant', 'data', 'analytics', 'business', 'intelligence', 'system', 'application', 'product', 'bw']"
(Senior-) Data Scientist Advanced Analytics (m/w/d),IT,"['data', 'scientist', 'advanced', 'analytics']"
Junior Survey Programmierer (m/w/d),IT,"['survey', 'programmer']"
IT Administrator (m/w/d) Virtualisierung,IT,"['information', 'technology', 'administrator', 'virtualization']"
Solution Specialist Network (m/w/d),IT,"['solution', 'specialist', 'network']"
(Wirtschafts-) Informatiker oder Betriebswirt als Senior Consultant (m/w) im Bereich ERP Microsoft Dynamics NAV/Business Central mit Schwerpunkt Produktion,IT,"['business', 'computer', 'scientist', 'business', 'economist', 'consultant', 'area', '\u200b\u200benterprise', 'resource', 'planning', 'microsoft', 'dynamic', 'nav', 'business', 'central', 'focus', 'production']"
