,job_title,category,clean_job_title
3244,Werkstudent (m/w/d) Corporate IT Management im Bereich Communication & Collaboration mit dem Schwerpunkt MS SharePoint,IT,Working student in corporate IT management in the field of communication & collaboration with a focus on MS SharePoint
3245,Junior Product Manager/in Insurance (w/m/x),Marketing and Communication,Junior Product Manager Insurance
3246,Praktikant*in im Bereich Data Analytics und Industrie 4.0,IT,Intern in the field of data analytics and industry.
3247,Junior Sales Manager (m/w/d) im Partnervertrieb,Sales,Junior Sales Manager in partner sales
3248,Young Professional Consultant (w/m/d) SAP Betriebliche Umweltinformatik,IT,Young Professional Consultant SAP Corporate Environmental Informatics
3249,Senior Consultant (m/w/d) Financial Services – IT-Sicherheitsmanagement,IT,Senior Consultant Financial Services - IT Security Management
3250,Prototype Construction Manager (m/f/d) For Our Project LAND 400,IT,Prototype Construction Manager For Our Project LAND
3251,Business Engineer (m/w/d) Produktionsautomatisierung und Digitalisierung,IT,Business Engineer Production Automation and Digitization
3252,Fachreferent IT-Betrieb (w/m/d),IT,IT operations specialist
3253,Marketing Manager Technisches Marketing (m/w/d),Marketing and Communication,Marketing Manager Technical Marketing
3254,Senior Full Stack Developer (m/w/d),IT,Senior full stack developer
3255,Ausbildung als IT-Systemkaufmann/-frau (m/w/d) für den Bereich IT-Support,IT,Training as an IT systems clerk for the IT support area
3256,Senior Basic Software Entwickler (m/w/d),IT,Senior Basic Software Developer
3257,Praktikum Social Selling & Kampagnenmanagement (m/w/x),Marketing and Communication,Internship Social Selling & Campaign Management
3258,Consultant (w/m/d) Robotics Process Automation,IT,Consultant Robotics Process Automation
3259,Inhouse Consultant / Softwareentwickler (m/w/d) HR-Systeme,IT,In-house consultant / software developer for HR systems
3260,Handels-Marktforscher (m/w/d) Schwerpunkt Promotion & Insertion,Marketing and Communication,Retail market researcher with a focus on promotion & insertion
3261,Teamleiter Kunden- und Kassenmanagement (m/w/d),Sales,Team leader for customer and cash management
3262,Mitarbeiter (m/w/d) im Vertriebsinnendienst,Sales,Internal sales staff
3263,Account Manager im Bereich Labor / Automated Chemistry (m/w/d),Sales,Account Manager in Labor / Automated Chemistry
3264,PHP Game Developer - Grepolis,IT,PHP Game Developer - Grepolis
3265,Trainee für Computer-System-Validierung (m/w/d),IT,Computer system validation trainee
3266,Vertriebsassistenz (m/w/d) Kreditgeschäft,Sales,Sales assistant lending business
3267,Sales Manager (m/w/d) Key Account Deutschland,Sales,Sales Manager Key Account Germany
3268,Ausbildung zum Kaufmann im Groß- und Außenhandel (m/w/d),Sales,Training as a merchant in wholesale and foreign trade
3269,Aushilfe oder Helfer für die Warenpräsentation als Mitarbeiter im Service Team (m/w/d),Sales,Temporary help or helper for the product presentation as an employee in the service team
3270,Sachbearbeiter Innendienst/ Fallmanagement (w/m/d),Sales,Office clerk / case management
3271,Sachbearbeiter in der Auftragserfassung (m/w/d),Sales,Clerk in order entry
3272,Java Full Stack Developer (gn),IT,Java Full Stack Developer (gn)
3273,Software developer (m/f/d) safety application,IT,Software developer safety application
3274,Bezirksverkaufsleiter (m/w/d) Großraum Bremen,Sales,District sales manager for the greater Bremen area
3275,"Verkäufer, Kaufmann im Einzelhandel, Gartenbauer, Landschaftsbauer oder Gärtner als Fachberater (m/w/d) Stadtgarten",Sales,"Salesman, retail merchant, horticulturist, landscaper or gardener as a specialist urban gardening consultant"
3276,Duales Studium Wirtschaftsinformatik 2020,IT,Dual study of business informatics
3277,IT Consultant SharePoint (m/w/d) - IT SharePoint Spezialist (Inhouse),IT,IT Consultant SharePoint - IT SharePoint specialist (in-house)
3278,SCOM und Cloud Monitoring (Senior/ Principal) Berater/ Consultant (m/w/d,IT,SCOM and Cloud Monitoring (Senior / Principal) Consultant (m / f / d
3279,(Senior) Manager Software Engineering (m/w/d),IT,(Senior) Manager Software Engineering
3280,Servicemanager (m/w/d) digitaler Bündelfunk (Tetra),IT,Service manager digital trunked radio (Tetra)
3281,Systemadministratorin / Systemadministrator (w/m/d) Softwareverteilung im Team Software Paketierung,IT,System administrator software distribution in the software packaging team
3282,Online Marketing Manager (m/w/d) - Schwerpunkt Programmatic Advertising,Marketing and Communication,Online Marketing Manager - Focus on Programmatic Advertising
3283,PTA / PKA (m/w/d) Support,IT,PTA / PKA support
3284,Senior Inhouse Consultant SAP Hybris Commerce (m/w/d) Hybris Commerce / Hybris Marketing • IT Operations,IT,Senior Inhouse Consultant SAP Hybris Commerce Hybris Commerce / Hybris Marketing • IT Operations
3285,Software-Architect (f/m/d),IT,Software architect
3286,PR & Communications Manager (m/w/d),Marketing and Communication,PR & Communications Manager
3287,Backend Engineer Machine Learning,IT,Backend Engineer Machine Learning
3288,Teamassistenz (m/w/x),Sales,Team assistance
3289,Softwareentwickler (m/w/d) C++,IT,Software developer C ++
3290,(Senior) Consultant (w/m/d) Industrial Control System Security - Cyber Security,IT,(Senior) Consultant Industrial Control System Security - Cyber ​​Security
3291,Sales Manager (w/m/d) Vertriebsinnendienst,Sales,Sales Manager Internal Sales
3292,IT Operations Manager (w/m/d),IT,IT operations manager
3293,Mitarbeiter Verkauf Schlafzimmer (m/w/d),Sales,Employee selling bedroom
3294,Risikomanager (m/w/d) Leben Klassik,IT,Risk manager life classic
3295,Senior Softwareentwickler (m/w/d),IT,Senior software developer
3296,Verkaufsberater (m/w/d) Inside Sales (Outbound),Sales,Sales Advisor Inside Sales (Outbound)
3297,CRM Specialist (m/f/d),Marketing and Communication,CRM specialist
3298,Social Media Redakteur (m/w/d),Marketing and Communication,Social Media Editor
3299,Gebietsleitungen (m/w/d) im Vertriebsaußendienst,Sales,Area managers in the field sales force
3300,Data Intelligence Manager (m/w/d) mit Schwerpunkt Web Tracking,IT,Data Intelligence Manager with a focus on web tracking
3301,"Praktikum im Trade Marketing - Axe, Dove & Rexona",Marketing and Communication,"Internship in Trade Marketing - Ax, Dove & Rexona"
3302,Anwendungsentwickler (m/w/d) Schwerpunkt Datenintegration,IT,Application developer with a focus on data integration
3303,Werkstudentin (m/w/d) im Bereich SAP Business Intelligence,IT,Working student in the field of SAP Business Intelligence
3304,Digital Design Consultant / IT Business Consultant (w/m/d),IT,Digital Design Consultant / IT Business Consultant
3305,IT-Koordination (w/m/d),IT,IT coordination
3306,Duales Studium in der Unternehmensberatung - Business Informatics (Bachelor of Science),IT,Dual studies in management consulting - Business Informatics (Bachelor of Science)
3307,Praktikant*in im Bereich Vertrieb & Marketing,Marketing and Communication,Intern in sales & marketing
3308,Immobilienmakler (m/w/d),Sales,Real estate agent
3309,Sales Consultant (w/m/d),Sales,Sales Consultant
3310,Linux Support Engineer (m/w/d),IT,Linux support engineer
3311,Junior Gebietsverkaufsleiter | Junior Area-Sales-Manager im B2B Außendienst (m/w/d),Sales,Junior Area Sales Manager | Junior Area Sales Manager in the BB field service
3312,Gebietsleiter (m/w/d) Premium Frankfurt,Sales,Area Manager Premium Frankfurt
3313,Mitarbeiter Eventmanagement (m/w/d),Marketing and Communication,Event management staff
3314,VP Marketing (f/m/d),Marketing and Communication,VP Marketing
3315,IT Tech Controller (m/w/d),IT,IT Tech Controller
3316,Vertriebssachbearbeiter (m/w/d),Sales,Sales clerk
3317,Consultant für Treasury-IT-Projekte (m/w/d),IT,Consultant for treasury IT projects
3318,Ausbildung zum Kaufmann im Groß- und Außenhandel (d/w/m),Sales,Training as a merchant in wholesale and foreign trade
3319,Test Manager (d/f/m) - Insurance Industry,IT,Test Manager - Insurance Industry
3320,Account Manager (w/m/d) International Public Sector,Sales,Account Manager International Public Sector
3321,Kaufmännische Leitung (m/w/d),Sales,Commercial Management
3322,Leitung Account Management (m/w/d),Sales,Head of Account Management
3323,IT-Systemadministrator (w/m/d),IT,IT system administrator
3324,Marktmanager (m/w/d),Sales,Market manager
3325,Internship in Strategy & Portfolio Management Digital Services starting April 2020,IT,Internship in Strategy & Portfolio Management Digital Services starting April
3326,DevOps-Softwareentwickler*in (m/w/d),IT,DevOps software developer
3327,Filialleiter (m/w/d),Sales,Branch manager
3328,Pre- Sales Consultant CRM (m/w/d),Sales,Pre-sales consultant CRM
3329,Marketing Manager (m/w/d) in der Beratung für Leadership Development,Marketing and Communication,Marketing manager in consulting for leadership development
3330,Projekt Manager / Account Manager mit digitaler Affinität (m/w/d),Marketing and Communication,Project manager / account manager with a digital affinity
3331,Manager (m/w/d) strategisches Key Account Management im HR-Umfeld,Sales,Manager of strategic key account management in the HR environment
3332,Küchenverkäufer (m/w/d),Sales,Kitchen salesman
3333,als Kundenbetreuer im Nahverkehr in Teilzeit (w/m/d) im Quereinstieg,Sales,as a customer advisor in local transport part-time in lateral entry
3334,Berater (m/w/d) Datenqualität/-kontrolle im Bankenumfeld,IT,Consultant for data quality / control in the banking environment
3335,"Mitarbeiter Marketing für Veranstaltungen Schwerpunkt Digital Social Media (m/w/d), Teilzeit",Marketing and Communication,"Marketing employee for events with a focus on digital social media, part-time"
3336,Praktikum (w/m/divers) im Otto Group Knowledge Management (Wissensmanagement),Marketing and Communication,Internship at Otto Group Knowledge Management
3337,Ausbildung zum Industriekaufmann (m/w/d),Marketing and Communication,Training as an industrial clerk
3338,Vertriebsmitarbeiter*in bei CERIX,Sales,Sales representative at CERIX
3339,IT Administrator (m/w/d) Datenmanagement,IT,IT administrator data management
3340,Manufacturing/SCM Process Consultant (m/f/div) - SAP,IT,Manufacturing / SCM Process Consultant - SAP
3341,Area Sales Manager USA (m/w/d),Sales,Area Sales Manager USA
3342,Praktikant im Bereich Produktmanagement E-Commerce und Food (w/m/d),Marketing and Communication,"Intern in the field of product management, e-commerce and food"
3343,Sachbearbeiter (m/w/d) Vertriebsinnendienst,Sales,Internal sales clerk
3344,Praktikum - Internationaler Vertrieb / Trademarketing,Marketing and Communication,Internship - International Sales / Trademarketing
3345,Senior Trader - Coal & Coke (all genders welcome),Sales,Senior Trader - Coal & Coke (all genders welcome)
3346,Software-Entwickler (m/w/d),IT,Software developer
3347,IT Projektmanager (M/W/D),IT,IT project manager
3348,Technical Consultant (w/m/d) ECM,IT,Technical Consultant ECM
3349,Praktikum im Bereich Produktmanagement e-Mobility - Charging & EV-Services ab März 2020,Marketing and Communication,Internship in product management e-mobility - charging & EV services from March
3350,Campaign ManagerIn (m/w/d),Marketing and Communication,Campaign Manager
3351,"Außendienstmitarbeiter (m/w/d) im Bereich Handwerk - Schwandorf, Schwarzenfeld, Neunburg, Oberviechtach",Sales,"Sales representative in the craft sector - Schwandorf, Schwarzenfeld, Neunburg, Oberviechtach"
3352,Marketingleiter (m/w/d),Marketing and Communication,Marketing Manager
3353,Pre- Sales Consultant CRM (m/w/d),Sales,Pre-sales consultant CRM
3354,(Junior) Software Engineer (m/w/d) Frontend Developer,IT,(Junior) Software Engineer Frontend Developer
3355,(Senior) Sales Manager (m/w/d),Sales,(Senior) Sales Manager
3356,Teamlead (m/f/d) Category Management Navaris,Marketing and Communication,Teamlead Category Management Navaris
3357,Mitarbeiter für das Prozess- und Digitalisierungsmanagement (m/w/d),IT,Employee for process and digitization management
3358,Verkäufer für Backwaren (m/w/d) in TZ (120h),Sales,Seller for baked goods in TZ (h)
3359,Linux Spezialist (m/w/d),IT,Linux specialist
3360,PHP / Symfony Developer (m/f/d) all levels,IT,PHP / Symfony Developer all levels
3361,Promotion (m/w/d) – Intelligente und automatisierte Informationsbereitstellung für die Fahrzeugreparatur mit Hilfe von KI/ Machine Learning und Bot Technologien,IT,Promotion - Intelligent and automated information provision for vehicle repairs with the help of AI / machine learning and bot technologies
3362,Studentische Aushilfe (m/w/d) im Produktmanagement,Marketing and Communication,Student assistant in product management
3363,Verkäufer Teilzeit (m/w/d),Sales,Seller part time
3364,Senior Consultant (m/w/d) Digital Finance & ERP Consulting,IT,Senior Consultant Digital Finance & ERP Consulting
3365,"Verkäufer, Kaufmann im Einzelhandel, Gartenbauer, Landschaftsbauer oder Gärtner als Fachberater (m/w/d) Stadtgarten",Sales,"Salesman, retail merchant, horticulturist, landscaper or gardener as a specialist urban gardening consultant"
3366,Account Manager (m/w/d),Sales,account Manager
3367,Junior Softwaretester (m/w/d) IT,IT,Junior software tester IT
3368,Teamassistent / Vertriebsassistent (m/w/d) im Immobilienmanagement,Sales,Team assistant / sales assistant in real estate management
3369,Stellvertretende Filialleitung (m/w/d),Sales,Deputy branch manager
3370,Entwicklungsingenieur (w/m/d) Software für Bedieneinheiten in Spülsystemen,IT,Development engineer software for control units in flushing systems
3371,Praktikant (m/w/d) im Bereich Investor Relations / Kapitalmarkt-Kommunikation,Marketing and Communication,Intern in the area of ​​investor relations / capital market communication
3372,(Senior) Project Associate for Project Portfolio Management (m/w/x),IT,(Senior) Project Associate for Project Portfolio Management
3373,IT Professional Infrastructure (m/w/d),IT,IT professional infrastructure
3374,React Entwickler (m/w/d),IT,React developer
3375,EDV-Organisationsberater (m/w/d) Kirchliches Meldewesen,IT,IT organization consultant for church registration
3376,Praktikant / Werkstudent Strategy & Commercial Due Diligence (w/m/d),Marketing and Communication,Intern / Working Student Strategy & Commercial Due Diligence
